"kusaal","english","tier","kus_article","en_article","alignment_origin"
"Yʋm-yʋm Racquel, Taurian Devueax nɛɛ Yolanda Chioma Richard-Albert.","It featured singers Raquel, Taurian Devueax and Yolanda Chioma Richards-Albert.","silver","Ian Jazzi","Ian Jazzi","anchor-confident"
"Dinɛ yɛla ka ba daa maal yʋma gɛnda bama la anɛ yee, ba da bɔɔdnɛ ye ba pa'al Jazzi mɔr mi'ilim sia nyaŋidi yʋmi dɔlisid bumnwɛ'ɛda la, ka lɛm nɔk bʋnsiaba nami pɛɛs ka li koɛmisid ka an siigin.","The purpose of the mixtape was to showcase Jazzi's versatile rap skills over more commercial beats; his poetic style, like his lyrical style, is primarily socially conscious, integrating elements of inspiration and spirituality.","silver","Ian Jazzi","Ian Jazzi","anchor-unsure"
"Yʋʋm 2009 ni Ma'asim Tiig na'am lʋgir la da di na'am yʋʋm 2008 vootʋg la nya'aŋ la, Murtala Muhammed, President John Evans Atta Mills da ngaŋ o ye o an National Coordinator of National Youth Employment Programme la (NYEP) nya'aŋdɔl lin la nya'aŋ la ka ba maligin maali li ka li yʋn an Ghana Youth Employment Agency, (GYEDA).","In 2009, after a change of political power from the NPP to NDC, Muhammed was appointed the deputy national coordinator of the National Youth Employment Program (NYEP) by John Evans Atta Mills which was later rebranded into Ghana Youth Employment Development Agency, (GYEDA).","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"2006 ni, zaŋi dɔlnɛ Professor Wayo Seini onɛ da an MP tis Tamale central la gba'anr zaŋi keŋ NPP yɛla, ba da maal Bye-elections nli' wada la.","In 2006, following the decision by Wayo Seini, MP for Tamale Central constituency to defect to the NPP, a by-election was declared to fill the vacancy.","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"Muhammed da tʋm tis Parliament an Parliament nam ayuobo la tit 4th Republic of Ghana la.","Muhammed served as a member of parliament for the Nanton Constituency in the sixth Parliament of the Fourth Republic of Ghana.","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"O da paam voot kanl 10,369 n gaad o tiraan Abdul-Kareem Iddrisu onɛ da paam vootnam 8,667 la.","In December 2012, he won the parliamentary election to represent the Nanton constituency by garnering 10,369 votes representing 52.66% of the total votes cast against his closest contender who was the incumbent member of parliament, Abdul-Kareem Iddrisu who got 8,667 votes representing 44.02%.","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"On da paam na'am la n tʋm yʋʋm saŋa ayinne nya'aŋ la, o da pʋ lɛn paam ya'as Vootʋg kanɛ da ti'al la ka Mohammed Hardi Tuferu da paam kʋk la.","In 2016, after serving one term in parliament, he lost his bid to be re-elected as member of parliament to Mohammed Hardi Tuferu.","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"Tuferu da paamnɛ vootnam la 11,346 ka Muhammed paam vootnam la 10,451 Vootʋg la wusa ni.","Tuferu garnered 11,346 votes representing 51.84% against Muhammed's 10,451 votes representing 47.75% of the votes cast.","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"Inusah Fuseini kanɛ da Parliament nidi tis Tamale Central la n da nga'ae ye o kʋ lɛn zi'en 2020 Parliament na'am vootʋg la, Ma'asim Tiig Parliament na'am lʋgir la da dignɛ zaalim tis onɛ na kena bood.","After the member of parliament for Tamale Central Inusah Fuseini decided not to seek re-election in the 2020 elections, Muhammed contested his Party's parliamentary primaries.","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"Muhammed da tʋm linɛ an Information nɛ Media Relations nɛ Trade nɛ Industry minista nya'aŋdɔl John Mahama Na'am saŋa linɛ an 2013 nɛ 2017 teŋsʋg.","In March 2013, John Mahama appointed Muhammed as Deputy Minister for Information and Media Relations and subsequently Trade and Industry under the John Mahama government from between 2013 and 2017.","gold","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"Muhammed keŋnɛ GHANASCO sakur kanɛ bɛ Tamale la.","Muhammed Murtala began his basic education at Tamale Presby Basic School (Kulikuli School) before enrolling at Ghana Senior High School in Tamale.","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-unsure"
"O anɛ da keŋ Tamale pa'anib sakurin la paam pa'an kasɛta gbauŋ A.","He was a trained teacher who held a teacher's certificate A from Tamale College of Education (TACE), formerly Tamale training College (TATCO).","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-unsure"
"O da zanl kpeŋ kan la hali ti paae saŋkanɛ ka ba vooti ngaŋ Parliament nidi tis Nanton vootʋg sʋ'ʋlim la ni yʋʋm 2012 vootʋg la.","Muhammed went on to contest for the primaries in the Nanton Constituency and this time, he won to represent the NDC as its Parliamentary candidate for the 2012 election.","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-unsure"
"Yiiga, Muhammed da zi'eni tis Ma'asim tiig la Kpeemnam gaansig ka pʋ paam ka Inusah Fuseini paam ya'as 2008 la ni tis NDC.","Muhammed stood for the NDC primaries but lost to Inusah Fuseini who eventually won the by-election to replace Wayo Seini.","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-unsure"
"O da yuolim nlɔŋi keŋ nya' Nanton sʋ'ʋlim vootʋg bama ni.","In December 2012, he won the parliamentary election to represent the Nanton constituency by garnering 10,369 votes representing 52.66% of the total votes cast against his closest contender who was the incumbent member of parliament, Abdul-Kareem Iddrisu who got 8,667 votes representing 44.02%.","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-unsure"
"[9][10] Samanpiid Nwadig la ni yʋʋm 2012, o da n di Nanton Parliament kʋk la Vootʋg saŋa la.","In December 2012, he won the parliamentary election to represent the Nanton constituency by garnering 10,369 votes representing 52.66% of the total votes cast against his closest contender who was the incumbent member of parliament, Abdul-Kareem Iddrisu who got 8,667 votes representing 44.02%.","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-unsure"
"Sawina (August) 2019 la, o da paam primaries la.","In August 2019, he won the primaries after getting 737 votes against his two contenders Alhassan Adam and Abdul Hanan Gundado who got 181 votes and 319 votes respectively.","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-confident"
"[8] Vaala nwadig la yʋʋm 2013 ni, Zugraan John Dramani Mahama da n gaŋ o ka o tʋm linɛ minista nya'aŋdɔl tis Minista Mahama Ayariga, linɛ anɛ Ministry of Information nɛ Media Relations.","In March 2013, John Mahama appointed Muhammed as Deputy Minister for Information and Media Relations and subsequently Trade and Industry under the John Mahama government from between 2013 and 2017.","silver","Ibrahim Murtala Muhammed","Ibrahim Murtala Muhammed","anchor-unsure"
"Idana Asigri anɛ Ghana pɔlitis nwɛ'ɛd ka an wadmaani bɛ first parliament, Ghana second republic la ni zi'eni tis Tempane-Garu Constituency, o da zi'enɛ Progress Party (PP) nɔba zug.","Idana Asigri is a Ghanaian politician and member of the first parliament of the second republic of Ghana representing Tempane-Garu Constituency under the membership of the Progress Party (PP).","gold","Idana Asigri","Idana Asigri","anchor-confident"
"O da paasnɛ yiiga wadmaannib yin la Ghana Second Republic la ni zi'eni tis Tempane-Garu Constituency bɛ Western region sʋ'ʋlim, Ghana la Progress Party (PP) nɔba zug.","He is a Member of the First Parliament of the Second Republic of Ghana representing the Tempane-Garu Constituency in the Western region of Ghana on the ticket of the Progress Party (PP).","gold","Idana Asigri","Idana Asigri","anchor-confident"
"Ba da vɔɔti o nɛ yʋʋm tusir, kɔbiswai nɛ pisyuobʋ nɛ awai Ghana wadmaannib vɔɔtʋg la ni (1969 Ghanaian parliamentary election) 1st Parliament, Ghana 2nd Republic la ni.","He was elected in 1969 Ghanaian parliamentary election of the parliamentary term of the 1st Parliament of the 2nd Republic of Ghana.","gold","Idana Asigri","Idana Asigri","anchor-confident"
"Parliament la da pin'ilnɛ yʋʋm tusir, kɔbiswai nɛ pisyuobʋ nɛ awai nwadis piiga la yiiga daar (1 October 1969) ka da gu'oe ban da faaen Na'am la ka bas Busia yʋʋm tusir, kɔbiswai nɛ pisyɔpɔi nɛ ayi' yʋʋmpaal nwadig la dabpiinɛ atan la daar (13 January 1972).","The Parliament started on 1 October 1969 and was suspended following the overthrow of the Busia government on 13 January 1972.","gold","Idana Asigri","Idana Asigri","anchor-confident"
"O saam Maa Ligu Asigri Luut da anɛ Worikambo tenkanɛ bɛ Tempane - Garu bɛ Upper East region sʋ'ʋlim, Ghana la Na'ab.","His father Mahamadu Asigri Duut was the chief of Worikambo a town in Tempane - Garu in the Upper East region of Ghana.","gold","Idana Asigri","Idana Asigri","anchor-confident"
"O anɛ Buudi kpɛɛm.","He is a Traditional Ruler.","silver","Idana Asigri","Idana Asigri","adjudicated"
"Yʋʋm tusa ayi nɛ piiga nɛ ayuobu(2016) la ni o da pɛɛs nidib kɔbiga(Time 100) pʋʋgin banɛ mɔr baŋir dunia la wʋsa ni.","He was named in the Time 100 list of the Most Influential People in the World in 2016.","gold","Idris Elba","Idris Elba","anchor-confident"
"O yʋ'ʋr da yiya on da nwɛ'ɛd Stringer Bell bɛ HBO sini linɛ buon The Wire (2002–2004), nɛ DCI John Luther bɛ BBC One sini kanɛ buon Luther (2010–2019), naar daan la da kɛ ka o di'e ya'an piini kanɛ an Golden Globe Award for Best Actor – Miniseries or Television Film ka ba da len gaŋ o nɔɔr anaasi ye o nya'a di'e piini bɛ Primetime Emmy Award for Outstanding Lead Actor in a Limited Series or Movie.","He rose to prominence playing Tim in Family Affairs, and in the USA playing Stringer Bell in the HBO series The Wire (2002–2004), and DCI John Luther in the BBC One series Luther (2010–2019), the latter of which earned him the Golden Globe Award for Best Actor – Miniseries or Television Film as well as four nominations for the Primetime Emmy Award for Outstanding Lead Actor in a Limited Series or Movie.","gold","Idris Elba","Idris Elba","anchor-confident"
"Ba mɛ da gaŋ o ye o gaad tuoni gɔs di'em kanɛ an Showtime di'ema ka li yʋ'ʋr buon The Big C (2011) la nɛ Apple TV+ di'em kanɛ buon Hijack la(2024).","He was also Emmy-nominated for his guest role in Showtime comedy-drama series The Big C (2011) and for his leading role in Apple TV+ thriller series Hijack (2023).","gold","Idris Elba","Idris Elba","anchor-confident"
"O sini maalig pʋʋgin, o maal o mɛŋ one ka o nini kpi'em ka o pʋ zɔt dabi'em ka an zabzabid di'em kanɛ buon Beasts of No Nation (2015) linɛ kɛ ka o di'e piinkanɛ an Screen Actors Guild Award for Outstanding Actor in a Supporting Role ka ba len gaŋ o ye o nya'a di'e piini bɛ British Academy Film Award nɛ Golden Globe Award.","On film, Elba portrayed a ruthless and charismatic warlord in the Netflix drama Beasts of No Nation (2015) for which he received the Screen Actors Guild Award for Outstanding Actor in a Supporting Role as well as nominations for a BAFTA Award and Golden Globe Award.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da maal o mɛŋ wan wʋʋ Nelson Mandela bɛ sini kanɛ an Mandela: Long Walk to Freedom (2013) anina ka ba gaŋ o ye o di'e piini bɛ Golden Globe Award for Best Actor in a Motion Picture – Drama.","He portrayed Nelson Mandela in Mandela: Long Walk to Freedom (2013) for which he was nominated for the Golden Globe Award for Best Actor in a Motion Picture – Drama.","gold","Idris Elba","Idris Elba","anchor-confident"
"O paasi maal sininam ka ba si'eba an American Gangster (2007), Obsessed (2009), Prometheus (2012), Pacific Rim (2013), Star Trek Beyond (2016), Molly's Game (2017), The Dark Tower (2017), Hobbs & Shaw (2019), nɛ The Harder They Fall (2021).","He has also acted in American Gangster (2007), Obsessed (2009), Prometheus (2012), Pacific Rim (2013), Star Trek Beyond (2016), Molly's Game (2017), The Dark Tower (2017), Hobbs & Shaw (2019), The Harder They Fall (2021), Three Thousand Years of Longing (2022) and A House of Dynamite (2025).","gold","Idris Elba","Idris Elba","anchor-confident"
"O da la'as nɛ Marvel Cinematic Universe (MCU) ka maal o mɛŋi an Heimdall sini nam ayuobʋ ni, ka ba pin'il nɛ Thor (2011), nɛ DC Extended Universe ka len an Bloodsport bɛ The Suicide Squad (2021) ni.","Elba joined the Marvel Cinematic Universe (MCU) portraying Heimdall in six films beginning with Thor (2011), as well as the DC Extended Universe playing Bloodsport in The Suicide Squad (2021).","gold","Idris Elba","Idris Elba","anchor-confident"
"Ba da dʋ'a Idrissa Akuna Elba nɛ yʋʋm tusir, kɔbiswai nɛ pisyɔpɔi nɛ yi, nwadis awai, dabisa yuobʋ daar (6 September 1972) bɛ London Borough of Hackney, ka o saam an Winston Elba, one an daʋ kanɛ yit Sierra Leonean li, o da tʋm nɛ Ford Dagenham plant, ka o ma an Eve, one an Ghanaian nid.","Idrissa Akuna Elba was born on 6 September 1972 in the London Borough of Hackney, the only child to Winston Elba, a Sierra Leonean man who worked at the Ford Dagenham plant, and Eve, a Ghanaian woman.","gold","Idris Elba","Idris Elba","anchor-confident"
"O dʋ'adib da la'as taaba nɛ Sierra Leone tɛŋin ka nyaan tu suori kɛŋ London.","His parents were married in Sierra Leone and later moved to London.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da nɔbig nɛ Hackney nɛ East Ham ka maal o yʋ'ʋr la giŋa ye ""Idris"" ka o sakur kanɛ bɛ Canning Town la, ka o da pin'il sini maalig.","Elba was raised in Hackney and East Ham and shortened his first name to ""Idris"" while at school in Canning Town, where he first became involved in acting.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba nar ka o pʋ'ʋs The Stage nɛ ban da kɛ ka o yi paalʋ na.","Elba credits The Stage with giving him his first big break.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusir, kɔbiswai nɛ pisnii nɛ yuobʋ (1986), o da pin'il o DJ tʋʋma nɛ on da sʋŋ o saambil o pʋ'adiir pʋʋgin la; yʋʋm yinne pʋʋgin, o da pin'il o mɛŋ DJ tʋʋma nɛ o zuanam.","In 1986, he began helping an uncle with his wedding DJ business; within a year, he had started his own DJ company with some of his friends.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da kɛŋ Barking and Dagenham College saŋa bi'ela, ka bas sakur yʋʋm tusir, kɔbiswai nɛ pisnii nɛ nii (1988) ka di ya'ani bɛ National Youth Music Theatre ban da sʋŋ o nɛ ligidi £1,500 Prince's Trust grant nya'aŋ la.","Elba briefly attended Barking and Dagenham College, leaving school in 1988 and winning a place in the National Youth Music Theatre after a £1,500 Prince's Trust grant.","gold","Idris Elba","Idris Elba","anchor-confident"
"On da bɔɔd ye o sʋŋ o mɛŋ nɛ o tʋʋma pin'ilig saŋa la, o da tʋm tʋʋm bibis si'eba ka si'eba an tayanam kpɛn'ɛsig, cold calling nɛ yʋ'ʋŋ tʋʋma bɛ Ford Dagenham.","To support himself between roles in his early career, he worked in odd jobs including tyre-fitting, cold-calling and night shifts at Ford Dagenham.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da pin'il sini maalig nɛ Crimewatch murder reconstructions, ka yʋʋm tusir, kɔbiswai nɛ piswai nɛ anaasi (1994), o da paas BBC biis di'ema kanɛ buon The Boot Street Band la ni.","Elba's first acting role was in Crimewatch murder reconstructions, and in 1994, he appeared in a BBC children's drama called The Boot Street Band.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusir, kɔbiswai nɛ piswai nɛ anu (1995), o da paasi maal sini kanɛ ka o pin'ili tʋm tʋʋm kir, ka li buon Bramwell, laafi yela sini kanɛ ka ba da maal yʋʋm tusir, kɔbisnii nɛ piswainam saŋa (1890s) England sʋ'ʋlim.","In 1995, he landed his first significant role on a series called Bramwell, a medical drama set in 1890s England.","gold","Idris Elba","Idris Elba","anchor-confident"
"Sini la pin'ilig, series 1 ni, o da anɛ na'ab ka ba buon o ye Charlie Carter, one ka o pʋ'a kpi dʋ'am pʋʋgin ka o yʋ'ʋn zi' on na niŋ si'em gɔs o bibil la.","In an episode of series 1, he played a central character, an African petty thief named Charlie Carter, who lost his wife to childbirth and had to figure out how to support his newborn daughter.","gold","Idris Elba","Idris Elba","anchor-confident"
"Tʋʋm kanɛ ka o da tʋm da pin'il nɛ yʋʋm tusir, kɔbiswai nɛ piswai nɛ nu (1995) on da maal o mɛŋ wʋʋ yalim nɛ sini kanɛ buon Absolutely Fabulous ni la.","His first named role arrived earlier in 1995 when he was cast as a gigolo on the ""Sex"" episode of Absolutely Fabulous.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da kɛŋ tuoni paasi maal sininam British television ni, ka ba si'eba an The Bill nɛ The Ruth Rendell Mysteries.","Many supporting roles on British television followed, including series such as The Bill and The Ruth Rendell Mysteries.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da paasi maal soap opera Family Affairs ka kɛŋ tuoni maal television di'ema kanɛ an Ultraviolet nɛ Dangerfield.","He joined the cast of the soap opera Family Affairs and went on to appear on the television serial Ultraviolet and later on Dangerfield.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da lɛb England saŋsi'eba ye o tʋm television ni tʋʋma, wan wʋʋ Inspector Lynley Mysteries.","He returned to England occasionally for a television role, such as a part in one of the Inspector Lynley Mysteries.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ yinne la (2001), Elba da maal o mɛŋ Achilles ka ba maal sini kanɛ buon Troilus and Cressida bɛ New York City.","In 2001, Elba played Achilles in a stage production of Troilus and Cressida in New York City.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusir, kɔbiswai nɛ piswai nɛ ayɔpɔ ni (1997), o da paasya ka ba tɔlis sini kanɛ buon ye ""Blood, Sweat and Tears"" linɛ bɛ Silent Witness di'ema ni la.","In 1997, he starred in the first two episodes of the second series ""Blood, Sweat and Tears"" in Silent Witness.","gold","Idris Elba","Idris Elba","anchor-confident"
"On da sʋŋ ka ba maal yʋʋm tusayi nɛ yinne (2001) di'em kanɛ an Law & Order la nya'aŋ, Elba o da paasi lɛn maal HBO drama series di'em kanɛ buon The Wire la.","After a supporting turn on a 2001 episode of Law & Order, Elba landed a starring role on the HBO drama series The Wire.","gold","Idris Elba","Idris Elba","anchor-confident"
"Lin yi yʋʋm tusayi nɛ ayi (2002) kɛŋ paae yʋʋm tʋsayi nɛ anaasi (2004), Elba da di'em nɛ wan wʋʋ Stringer Bell nɛ di'ema la pʋʋgin, li da paasi kɛ ka nidib baŋ o yela United States.","From 2002 to 2004, Elba portrayed Stringer Bell in the series, perhaps his best-known role in the United States.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ anu la ni (2005), o da anɛ Captain Augustin Muganza bɛ Sometimes in April, HBO sini kanɛ pa'an Rwanda dim gaansig yela.","In 2005, he portrayed Captain Augustin Muganza in Sometimes in April, an HBO film about the Rwandan genocide.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da paaa yʋʋm tusayi nɛ ayɔpɔi (2007) BET special Black Men: The Truth.","Elba appeared on the 2007 BET special Black Men: The Truth.","gold","Idris Elba","Idris Elba","anchor-confident"
"Sini kanɛ ka ba da yisi li yʋʋm tusayi nɛ anii, nwadis atan', dabpisi nɛ atan' daar (23 March 2008), alasid daar kanɛ da an Easter la, bɛ BBC One, ka nidib banɛ da gɔsi li an 6.3 million ka banɛ pʋdigi li tisi ba taaba an nidib pisi nɛ yɔpɔi, kɔbiga pʋʋgin (27%).","The series premiered on 23 March 2008, Easter Sunday, on BBC One, receiving a high 6.3 million viewers and 27% of the audience share.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ awai, pin'ilig nwaig la ni (January 2009), Variety da yis labaar ye Elba na di'e Charles Miner nɔbir, one ka on nɛ Dunder Mifflin regional manager Michael Scott (Steve Carell) mɔr tʋʋm yinne tis NBC sini kanɛ an The Office la.","In January 2009, Variety reported that Elba would portray Charles Miner, a new rival to Dunder Mifflin regional manager Michael Scott (Steve Carell) for NBC's The Office.","gold","Idris Elba","Idris Elba","anchor-confident"
"69th Golden Globe Awards sini yisib linɛ da an yʋʋm tusayi nɛ piineyi, pin'ilig nwadig, dabpisi nɛ nu (15 January 2012), Elba da di'e piinkanɛ an Best Actor in a Miniseries or Television Film on maal BBC di'em kanɛ buon Luther la.","At the 69th Golden Globe Awards telecast on 15 January 2012, Elba won Best Actor in a Miniseries or Television Film for his role on the BBC crime thriller series Luther.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ yɔpɔi ni (2007), Elba da si'ak ye o na gaad tuon ka ba maal sini kanɛ an Daddy's Little Girls, ka ba buon o anina ye Monty, one maan lɔrnam ka yɛɛd fʋʋg bʋlʋ ka nɔŋ pʋ'a kanɛ an one gɔsid wada tɛŋin la ka bɔɔd ye o sʋŋ o ka o di'e o biis.","In 2007, Elba signed on to play the lead role of the film Daddy's Little Girls, playing Monty, a blue-collar mechanic who falls in love with an attorney helping him gain custody of his kids, and finds the relationship and his custody hopes threatened by the return of his former wife.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da paasi maal sin ikanɛ an 28 Weeks Later (2007) nɛ This Christmas (2007), linɛ da kɛ ka ba paam ligidi wʋʋ $50 million ( da anɛ wʋʋ $70.8 million yʋʋm tusayi, nɛ pisi nɛ tan' ni, 2023) ka li kpɛn'ɛ ba tʋʋma ni yʋʋm tusayi nɛ ayɔpɔi (2007).","He appeared in 28 Weeks Later (2007) and This Christmas (2007), which brought in nearly $50 million (~$72.7 million in 2024) at the box office in 2007.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ anii (2008) la, o da paasi maal sini kanɛ an Prom Night nɛ Guy Ritchie zaba sini kanɛ buon Rockn Rolla.","In 2008, he starred in the horror film Prom Night and the Guy Ritchie London gangster film RocknRolla.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ awai (2009), o da paasi maal dabi'em sini kanɛ buon The Unborn nɛ Obsessed, sini kanɛ ka o da maal nɛ Beyoncé.","In 2009, he starred in the horror film The Unborn and in Obsessed, a thriller that had him cast opposite Beyoncé.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba sini kanɛ da ti'all anɛ Legacy (2010), anina ka o maal o mɛŋ soogia kanɛ lɛb Brooklyn na, on kɛŋ Eastern Europe ka pʋ nyaŋi tʋm tʋʋm kanɛ yela ka o kɛŋ la, anina ka o yʋ'ʋn ieed suor ye o lɛn lɛb.","Elba's next film was Legacy (2010), in which he portrayed a black ops soldier who returns to Brooklyn after a failed mission in Eastern Europe, where he has undertaken a journey looking for retribution.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da paasi maal Dark Castle sini DC/Vertigo's The Losers, ka one da gɔsi li yela an Sylvain White, on da di'e Roque tʋʋma la, one an ba kpɛɛm nya'andɔli bɛ black-ops team ka ba mɔɔd ye ba yɔ' gɔmɛna sam bɛ'ɛd kanɛ ka o maali ba la zug.","He starred in Dark Castle's adaptation of DC/Vertigo's The Losers, under the direction of Sylvain White, in the role of Roque, the second-in-command of a black-ops team out for revenge against a government that did them wrong.","gold","Idris Elba","Idris Elba","anchor-confident"
"Ba da maal sini la nɛ Puerto Rico, ka yʋʋm kanɛ ka ba da yisi li an yʋʋm tusayi nɛ piiga, nwadis anaasi ni (April 2010).","Filming took place in Puerto Rico, and the movie was released in April 2010.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da paasi maal Takers (2010).","Elba appeared in the thriller Takers (2010).","gold","Idris Elba","Idris Elba","anchor-confident"
"Ba da buon o Heimdall bɛ Kenneth Branagh sini kanɛ an Thor (2011) la, ka li dɔl wʋʋ Marvel Comics superhero of the same name.","He played Heimdall in Kenneth Branagh's film Thor (2011), based on the Marvel Comics superhero of the same name.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piiga, nwadis anii ni (August 2010), Elba da paasi signed up to portray the title character in a reboot of James Patterson's Alex Cross ka ba buon franchise.","In August 2010, Elba signed up to portray the title character in a reboot of James Patterson's Alex Cross film franchise.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ yinne, nwadis ayi ni (February 2011), Tyler Perry da di'e o nɔbir.","However, in February 2011, he was replaced by Tyler Perry.","gold","Idris Elba","Idris Elba","anchor-confident"
"Ghost Rider: Spirit of Vengeance (2011), the sequel to Ghost Rider (2007) nam ni, Elba da di'em di'ema kanɛ ka o maal o mɛŋ ye zabzabid kanɛ an danuud.","In Ghost Rider: Spirit of Vengeance (2011), the sequel to Ghost Rider (2007), Elba played an alcoholic warrior monk tasked with finding the title character.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛyi, nwadisayi ni (February 2012), Elba da pa'al ye o na maal o mɛŋ wʋʋ Nelson Mandela nɛ maal sini kanɛ buon Mandela: Long Walk to Freedom, li da pa'al nɛ o vʋm da an si'em la.","In February 2012, Elba confirmed that he would portray Nelson Mandela in the film Mandela: Long Walk to Freedom, which is based on his autobiography.","gold","Idris Elba","Idris Elba","anchor-confident"
"On da ti'ebid ye o maal sini kan la, Elba da kpɛn'ɛs o mɛŋ sarega dɔɔgin yʋ'ʋŋ mum bɛ Robben Island, zin'ig kanɛ ka ba da kpɛn'ɛs Mandela la.","As part of his preparation for the role, Elba spent a night locked in a cell alone on Robben Island, where Mandela had been imprisoned.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ yuobʋ, nwadis ayuobʋ ni (June 2012), Elba da maal o mɛŋ Captain Janek bɛ Ridley Scott sini kanɛ buon Prometheus.","In June 2012, Elba portrayed the role of Captain Janek in Ridley Scott's Prometheus.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da paasi maal sini kanɛ an Pacific Rim (2013) ka ba buon o anina Stacker Pentecost.","He joined the cast of the film Pacific Rim (2013) in the role of Stacker Pentecost.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ naasi ni (2014), o da paasi maal No Good Deed anina ka o an ninkanɛ kʋʋd nidib.","In 2014, he starred in No Good Deed as a vengeful psychopathic serial killer.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ yɔpɔi ni (2017), o da pʋd o yʋ'ʋr Roland Deschain bɛ Stephen King sini kanɛ an The Dark Tower, ka paasi maal The Mountain Between Us nɛ Aaron Sorkin gaas sini si'a tuon ka li an Molly's Game la, on nɛ Jessica Chastain.","In 2017, he played Roland Deschain in the Stephen King film adaptation The Dark Tower, starred in The Mountain Between Us and Aaron Sorkin's directorial debut Molly's Game, alongside Jessica Chastain.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ nii, nwadis anaasi ni (April 2018), ba da tis labaar ye Elba na paasi maal sini ka ba buol o anina ye Charlie bɛ Netflix di'ema sini kanɛ an Turn Up Charlie.","In April 2018, it was announced that Elba was cast as Charlie in the Netflix comedy series, Turn Up Charlie.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛwai ni (2019), Elba da maal o mɛŋ nimbɛ'ɛdi bɛ sini kanɛ buon Fast & Furious Presents: Hobbs & Shaw, Fast & Furious lʋgir yinne, ka da lɛn pʋd o yʋ'ʋr ye Macavity bɛ Tom Hooper sini kanɛ dɔlnɛ Andrew Lloyd Webber yʋma, ka li yʋ'ʋr an Cats la.","In 2019, Elba starred as the villain in Fast & Furious Presents: Hobbs & Shaw, a spin-off of Fast & Furious franchise, and played Macavity in Tom Hooper's film adaptation of Andrew Lloyd Webber's musical, Cats.","gold","Idris Elba","Idris Elba","anchor-confident"
